[2025-05-28T17:21:13.570849200] Restart Game
[2025-05-28T17:21:21.107225600] Initializing game with board size: 10
[2025-05-28T17:21:25.078296100] Random magic element chosen: ICE
[2025-05-28T17:21:25.237901800] Random magic element chosen: ICE
[2025-05-28T17:21:25.248311600] Random magic element chosen: LIGHTNING
[2025-05-28T17:21:25.248814400] Random magic element chosen: ICE
[2025-05-28T17:21:25.248814400] Random magic element chosen: FIRE
[2025-05-28T17:21:25.252014400] Random magic element chosen: LIGHTNING
[2025-05-28T17:21:25.252014400] Random magic element chosen: FIRE
[2025-05-28T17:21:25.252511900] Random magic element chosen: FIRE
[2025-05-28T17:21:25.252511900] Random magic element chosen: ACID
[2025-05-28T17:21:28.484270400] jjjsees Dragon at (9, 7)
[2025-05-28T17:21:28.484270400] Calculated distance between (9, 8) and (9, 8) = 0
[2025-05-28T17:21:28.484270400] jjjsees Mage at (9, 8)
[2025-05-28T17:21:28.484270400] Calculated distance between (9, 8) and (1, 1) = 15
[2025-05-28T17:21:28.484270400] Calculated distance between (9, 8) and (9, 9) = 1
[2025-05-28T17:21:28.484270400] jjjsees Wall at (9, 9)
[2025-05-28T17:21:28.484270400] Calculated distance between (9, 8) and (1, 2) = 14
[2025-05-28T17:21:28.484270400] Calculated distance between (9, 8) and (1, 3) = 13
[2025-05-28T17:21:28.484270400] Calculated distance between (9, 8) and (1, 4) = 12
[2025-05-28T17:21:28.484270400] Calculated distance between (9, 8) and (1, 5) = 11
[2025-05-28T17:21:28.484270400] Calculated distance between (9, 8) and (1, 7) = 9
[2025-05-28T17:21:28.484270400] Calculated distance between (9, 8) and (1, 8) = 8
[2025-05-28T17:21:28.484270400] Calculated distance between (9, 8) and (1, 9) = 9
[2025-05-28T17:21:28.484270400] Calculated distance between (9, 8) and (2, 0) = 15
[2025-05-28T17:21:28.484270400] Calculated distance between (9, 8) and (0, 0) = 17
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (0, 1) = 16
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (0, 2) = 15
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (0, 3) = 14
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (0, 6) = 11
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (0, 7) = 10
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (0, 9) = 10
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (1, 1) = 15
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (1, 2) = 14
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (1, 3) = 13
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (1, 4) = 12
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (1, 5) = 11
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (1, 7) = 9
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (1, 8) = 8
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (1, 9) = 9
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (2, 0) = 15
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (2, 1) = 14
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (2, 3) = 12
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (2, 5) = 10
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (2, 7) = 8
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (2, 8) = 7
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (3, 0) = 14
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (3, 1) = 13
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (3, 3) = 11
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (3, 4) = 10
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (3, 6) = 8
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (3, 7) = 7
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (4, 0) = 13
[2025-05-28T17:21:28.485272900] Calculated distance between (9, 8) and (4, 1) = 12
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (4, 2) = 11
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (4, 4) = 9
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (4, 5) = 8
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (4, 6) = 7
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (4, 7) = 6
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (5, 2) = 10
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (5, 3) = 9
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (5, 4) = 8
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (5, 5) = 7
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (5, 9) = 5
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (6, 1) = 10
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (6, 2) = 9
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (6, 3) = 8
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (6, 7) = 4
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (7, 2) = 8
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (7, 3) = 7
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (7, 4) = 6
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (7, 7) = 3
[2025-05-28T17:21:28.486268100] Calculated distance between (9, 8) and (7, 8) = 2
[2025-05-28T17:21:28.497066600] Calculated distance between (9, 8) and (8, 1) = 8
[2025-05-28T17:21:28.498062300] Calculated distance between (9, 8) and (8, 2) = 7
[2025-05-28T17:21:28.498062300] Calculated distance between (9, 8) and (8, 4) = 5
[2025-05-28T17:21:28.498062300] Calculated distance between (9, 8) and (8, 6) = 3
[2025-05-28T17:21:28.498062300] Calculated distance between (9, 8) and (8, 7) = 2
[2025-05-28T17:21:28.514205100] Calculated distance between (9, 8) and (8, 9) = 2
[2025-05-28T17:21:28.518211300] Calculated distance between (9, 8) and (9, 1) = 7
[2025-05-28T17:21:28.518336700] Calculated distance between (9, 8) and (9, 3) = 5
[2025-05-28T17:21:28.518336700] Calculated distance between (9, 8) and (9, 4) = 4
[2025-05-28T17:21:28.518336700] Calculated distance between (9, 8) and (9, 5) = 3
[2025-05-28T17:21:28.518336700] Calculated distance between (9, 8) and (9, 6) = 2
[2025-05-28T17:21:28.528096200] Calculated distance between (9, 8) and (9, 7) = 1
[2025-05-28T17:21:28.556414600] Calculated distance between (9, 8) and (9, 9) = 1
[2025-05-28T17:21:28.720512900] Calculated distance between (9, 8) and (9, 7) = 1
[2025-05-28T17:21:33.271631200] Calculated distance between (9, 8) and (0, 0) = 17
[2025-05-28T17:21:33.271631200] Calculated distance between (9, 8) and (0, 1) = 16
[2025-05-28T17:21:33.272120400] Calculated distance between (9, 8) and (0, 2) = 15
[2025-05-28T17:21:33.272120400] Calculated distance between (9, 8) and (0, 3) = 14
[2025-05-28T17:21:33.272390800] Calculated distance between (9, 8) and (0, 6) = 11
[2025-05-28T17:21:33.272580900] Calculated distance between (9, 8) and (0, 7) = 10
[2025-05-28T17:21:33.272839] Calculated distance between (9, 8) and (0, 9) = 10
[2025-05-28T17:21:33.272839] Calculated distance between (9, 8) and (1, 1) = 15
[2025-05-28T17:21:33.272839] Calculated distance between (9, 8) and (1, 2) = 14
[2025-05-28T17:21:33.272839] Calculated distance between (9, 8) and (1, 3) = 13
[2025-05-28T17:21:33.272839] Calculated distance between (9, 8) and (1, 4) = 12
[2025-05-28T17:21:33.272839] Calculated distance between (9, 8) and (1, 5) = 11
[2025-05-28T17:21:33.272839] Calculated distance between (9, 8) and (1, 7) = 9
[2025-05-28T17:21:33.272839] Calculated distance between (9, 8) and (1, 8) = 8
[2025-05-28T17:21:33.273335800] Calculated distance between (9, 8) and (1, 9) = 9
[2025-05-28T17:21:33.273335800] Calculated distance between (9, 8) and (2, 0) = 15
[2025-05-28T17:21:33.273335800] Calculated distance between (9, 8) and (2, 1) = 14
[2025-05-28T17:21:33.273335800] Calculated distance between (9, 8) and (2, 3) = 12
[2025-05-28T17:21:33.273335800] Calculated distance between (9, 8) and (2, 5) = 10
[2025-05-28T17:21:33.273335800] Calculated distance between (9, 8) and (2, 7) = 8
[2025-05-28T17:21:33.273335800] Calculated distance between (9, 8) and (2, 8) = 7
[2025-05-28T17:21:33.273335800] Calculated distance between (9, 8) and (3, 0) = 14
[2025-05-28T17:21:33.273335800] Calculated distance between (9, 8) and (3, 1) = 13
[2025-05-28T17:21:33.273335800] Calculated distance between (9, 8) and (3, 3) = 11
[2025-05-28T17:21:33.273335800] Calculated distance between (9, 8) and (3, 4) = 10
[2025-05-28T17:21:33.273335800] Calculated distance between (9, 8) and (3, 6) = 8
[2025-05-28T17:21:33.273335800] Calculated distance between (9, 8) and (3, 7) = 7
[2025-05-28T17:21:33.273335800] Calculated distance between (9, 8) and (4, 0) = 13
[2025-05-28T17:21:33.273335800] Calculated distance between (9, 8) and (4, 1) = 12
[2025-05-28T17:21:33.273335800] Calculated distance between (9, 8) and (4, 2) = 11
[2025-05-28T17:21:33.273835300] Calculated distance between (9, 8) and (4, 4) = 9
[2025-05-28T17:21:33.273835300] Calculated distance between (9, 8) and (4, 5) = 8
[2025-05-28T17:21:33.273835300] Calculated distance between (9, 8) and (4, 6) = 7
[2025-05-28T17:21:33.273835300] Calculated distance between (9, 8) and (4, 7) = 6
[2025-05-28T17:21:33.273835300] Calculated distance between (9, 8) and (5, 2) = 10
[2025-05-28T17:21:33.273835300] Calculated distance between (9, 8) and (5, 3) = 9
[2025-05-28T17:21:33.273835300] Calculated distance between (9, 8) and (5, 4) = 8
[2025-05-28T17:21:33.273835300] Calculated distance between (9, 8) and (5, 5) = 7
[2025-05-28T17:21:33.274336400] Calculated distance between (9, 8) and (5, 9) = 5
[2025-05-28T17:21:33.274336400] Calculated distance between (9, 8) and (6, 1) = 10
[2025-05-28T17:21:33.274336400] Calculated distance between (9, 8) and (6, 2) = 9
