[2025-05-28T17:21:13.570849200] Restart Game
[2025-05-28T17:21:21.107225600] Initializing game with board size: 10
[2025-05-28T17:21:25.078296100] Random magic element chosen: ICE
[2025-05-28T17:21:25.237901800] Random magic element chosen: ICE
[2025-05-28T17:21:25.248311600] Random magic element chosen: LIGHTNING
[2025-05-28T17:21:25.248814400] Random magic element chosen: ICE
[2025-05-28T17:21:25.248814400] Random magic element chosen: FIRE
[2025-05-28T17:21:25.252014400] Random magic element chosen: LIGHTNING
[2025-05-28T17:21:25.252014400] Random magic element chosen: FIRE
[2025-05-28T17:21:25.252511900] Random magic element chosen: FIRE
[2025-05-28T17:21:25.252511900] Random magic element chosen: ACID
[2025-05-28T17:21:33.274336400] Calculated distance between (9, 8) and (6, 3) = 8
[2025-05-28T17:21:33.274850200] Calculated distance between (9, 8) and (6, 7) = 4
[2025-05-28T17:21:33.276420600] Calculated distance between (9, 8) and (7, 2) = 8
[2025-05-28T17:21:33.276420600] Calculated distance between (9, 8) and (7, 3) = 7
[2025-05-28T17:21:33.276420600] Calculated distance between (9, 8) and (7, 4) = 6
[2025-05-28T17:21:33.276837100] Calculated distance between (9, 8) and (7, 7) = 3
[2025-05-28T17:21:33.276837100] Calculated distance between (9, 8) and (7, 8) = 2
[2025-05-28T17:21:33.323887800] Calculated distance between (9, 8) and (8, 1) = 8
[2025-05-28T17:21:33.323887800] Calculated distance between (9, 8) and (8, 2) = 7
[2025-05-28T17:21:33.323887800] Calculated distance between (9, 8) and (8, 4) = 5
[2025-05-28T17:21:33.323887800] Calculated distance between (9, 8) and (8, 6) = 3
[2025-05-28T17:21:33.323887800] Calculated distance between (9, 8) and (8, 7) = 2
[2025-05-28T17:21:33.377578100] Calculated distance between (9, 8) and (8, 9) = 2
[2025-05-28T17:21:33.387104300] Calculated distance between (9, 8) and (9, 1) = 7
[2025-05-28T17:21:33.387104300] Calculated distance between (9, 8) and (9, 3) = 5
[2025-05-28T17:21:33.387811700] Calculated distance between (9, 8) and (9, 4) = 4
[2025-05-28T17:21:33.387811700] Calculated distance between (9, 8) and (9, 5) = 3
[2025-05-28T17:21:33.388393500] Calculated distance between (9, 8) and (9, 6) = 2
[2025-05-28T17:21:33.412957800] Calculated distance between (9, 8) and (9, 7) = 1
[2025-05-28T17:21:33.449568100] Calculated distance between (9, 8) and (9, 9) = 1
[2025-05-28T17:21:34.261970600] Calculated distance between (9, 8) and (7, 8) = 2
[2025-05-28T17:21:34.266561500] Calculated distance between (9, 8) and (0, 0) = 17
[2025-05-28T17:21:34.266561500] Calculated distance between (9, 8) and (0, 1) = 16
[2025-05-28T17:21:34.266561500] Calculated distance between (9, 8) and (0, 2) = 15
[2025-05-28T17:21:34.266561500] Calculated distance between (9, 8) and (0, 3) = 14
[2025-05-28T17:21:34.266561500] Calculated distance between (9, 8) and (0, 6) = 11
[2025-05-28T17:21:34.266561500] Calculated distance between (9, 8) and (0, 7) = 10
[2025-05-28T17:21:34.266561500] Calculated distance between (9, 8) and (0, 9) = 10
[2025-05-28T17:21:34.266561500] Calculated distance between (9, 8) and (1, 1) = 15
[2025-05-28T17:21:34.266561500] Calculated distance between (9, 8) and (1, 2) = 14
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (1, 3) = 13
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (1, 4) = 12
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (1, 5) = 11
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (1, 7) = 9
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (1, 8) = 8
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (1, 9) = 9
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (2, 0) = 15
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (2, 1) = 14
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (2, 3) = 12
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (2, 5) = 10
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (2, 7) = 8
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (2, 8) = 7
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (3, 0) = 14
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (3, 1) = 13
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (3, 3) = 11
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (3, 4) = 10
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (3, 6) = 8
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (3, 7) = 7
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (4, 0) = 13
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (4, 1) = 12
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (4, 2) = 11
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (4, 4) = 9
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (4, 5) = 8
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (4, 6) = 7
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (4, 7) = 6
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (5, 2) = 10
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (5, 3) = 9
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (5, 4) = 8
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (5, 5) = 7
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (5, 9) = 5
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (6, 1) = 10
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (6, 2) = 9
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (6, 3) = 8
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (6, 7) = 4
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (7, 2) = 8
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (7, 3) = 7
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (7, 4) = 6
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (7, 7) = 3
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (8, 1) = 8
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (8, 2) = 7
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (8, 4) = 5
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (8, 6) = 3
[2025-05-28T17:21:34.267573] Calculated distance between (9, 8) and (8, 7) = 2
[2025-05-28T17:21:34.282008600] Calculated distance between (9, 8) and (8, 8) = 1
[2025-05-28T17:21:34.290522700] Calculated distance between (9, 8) and (8, 9) = 2
[2025-05-28T17:21:34.294346700] Calculated distance between (9, 8) and (9, 1) = 7
[2025-05-28T17:21:34.294346700] Calculated distance between (9, 8) and (9, 3) = 5
[2025-05-28T17:21:34.294346700] Calculated distance between (9, 8) and (9, 4) = 4
[2025-05-28T17:21:34.294346700] Calculated distance between (9, 8) and (9, 5) = 3
[2025-05-28T17:21:34.294346700] Calculated distance between (9, 8) and (9, 6) = 2
[2025-05-28T17:21:34.303653100] Calculated distance between (9, 8) and (9, 7) = 1
[2025-05-28T17:21:34.319040500] Calculated distance between (9, 8) and (9, 9) = 1
[2025-05-28T17:21:34.822268800] Calculated distance between (9, 8) and (8, 7) = 2
[2025-05-28T17:21:38.049366900] Calculated distance between (9, 8) and (0, 0) = 17
[2025-05-28T17:21:38.049366900] Calculated distance between (9, 8) and (0, 1) = 16
[2025-05-28T17:21:38.049366900] Calculated distance between (9, 8) and (0, 2) = 15
[2025-05-28T17:21:38.049366900] Calculated distance between (9, 8) and (0, 3) = 14
[2025-05-28T17:21:38.049366900] Calculated distance between (9, 8) and (0, 6) = 11
[2025-05-28T17:21:38.049366900] Calculated distance between (9, 8) and (0, 7) = 10
[2025-05-28T17:21:38.049775500] Calculated distance between (9, 8) and (0, 9) = 10
[2025-05-28T17:21:38.049775500] Calculated distance between (9, 8) and (1, 1) = 15
[2025-05-28T17:21:38.049775500] Calculated distance between (9, 8) and (1, 2) = 14
[2025-05-28T17:21:38.049775500] Calculated distance between (9, 8) and (1, 3) = 13
[2025-05-28T17:21:38.049878600] Calculated distance between (9, 8) and (1, 4) = 12
[2025-05-28T17:21:38.049894800] Calculated distance between (9, 8) and (1, 5) = 11
[2025-05-28T17:21:38.049894800] Calculated distance between (9, 8) and (1, 7) = 9
[2025-05-28T17:21:38.049894800] Calculated distance between (9, 8) and (1, 8) = 8
[2025-05-28T17:21:38.049894800] Calculated distance between (9, 8) and (1, 9) = 9
[2025-05-28T17:21:38.049894800] Calculated distance between (9, 8) and (2, 0) = 15
[2025-05-28T17:21:38.049894800] Calculated distance between (9, 8) and (2, 1) = 14
[2025-05-28T17:21:38.049894800] Calculated distance between (9, 8) and (2, 3) = 12
[2025-05-28T17:21:38.049894800] Calculated distance between (9, 8) and (2, 5) = 10
[2025-05-28T17:21:38.050363800] Calculated distance between (9, 8) and (2, 7) = 8
[2025-05-28T17:21:38.050363800] Calculated distance between (9, 8) and (2, 8) = 7
[2025-05-28T17:21:38.050363800] Calculated distance between (9, 8) and (3, 0) = 14
[2025-05-28T17:21:38.050363800] Calculated distance between (9, 8) and (3, 1) = 13
[2025-05-28T17:21:38.050363800] Calculated distance between (9, 8) and (3, 3) = 11
[2025-05-28T17:21:38.050363800] Calculated distance between (9, 8) and (3, 4) = 10
[2025-05-28T17:21:38.050363800] Calculated distance between (9, 8) and (3, 6) = 8
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (3, 7) = 7
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (4, 0) = 13
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (4, 1) = 12
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (4, 2) = 11
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (4, 4) = 9
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (4, 5) = 8
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (4, 6) = 7
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (4, 7) = 6
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (5, 2) = 10
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (5, 3) = 9
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (5, 4) = 8
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (5, 5) = 7
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (5, 9) = 5
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (6, 1) = 10
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (6, 2) = 9
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (6, 3) = 8
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (6, 7) = 4
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (7, 2) = 8
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (7, 3) = 7
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (7, 4) = 6
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (7, 7) = 3
[2025-05-28T17:21:38.050561800] Calculated distance between (9, 8) and (8, 1) = 8
[2025-05-28T17:21:38.051063500] Calculated distance between (9, 8) and (8, 2) = 7
[2025-05-28T17:21:38.051611] Calculated distance between (9, 8) and (8, 4) = 5
[2025-05-28T17:21:38.051866300] Calculated distance between (9, 8) and (8, 6) = 3
[2025-05-28T17:21:38.052851200] Calculated distance between (9, 8) and (8, 7) = 2
[2025-05-28T17:21:38.072643600] Calculated distance between (9, 8) and (8, 8) = 1
[2025-05-28T17:21:38.099776700] Calculated distance between (9, 8) and (8, 9) = 2
[2025-05-28T17:21:38.106311100] Calculated distance between (9, 8) and (9, 1) = 7
[2025-05-28T17:21:38.106311100] Calculated distance between (9, 8) and (9, 3) = 5
[2025-05-28T17:21:38.106931700] Calculated distance between (9, 8) and (9, 4) = 4
[2025-05-28T17:21:38.106931700] Calculated distance between (9, 8) and (9, 5) = 3
[2025-05-28T17:21:38.106931700] Calculated distance between (9, 8) and (9, 6) = 2
[2025-05-28T17:21:38.127713800] Calculated distance between (9, 8) and (9, 7) = 1
[2025-05-28T17:21:38.148457100] Calculated distance between (9, 8) and (9, 9) = 1
[2025-05-28T17:21:38.446324300] Calculated distance between (9, 8) and (8, 8) = 1
[2025-05-28T17:21:44.976679700] Calculated distance between (9, 8) and (0, 0) = 17
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (0, 1) = 16
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (0, 2) = 15
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (0, 3) = 14
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (0, 6) = 11
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (0, 7) = 10
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (0, 9) = 10
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (1, 1) = 15
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (1, 2) = 14
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (1, 3) = 13
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (1, 4) = 12
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (1, 5) = 11
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (1, 7) = 9
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (1, 8) = 8
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (1, 9) = 9
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (2, 0) = 15
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (2, 1) = 14
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (2, 3) = 12
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (2, 5) = 10
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (2, 7) = 8
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (2, 8) = 7
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (3, 0) = 14
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (3, 1) = 13
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (3, 3) = 11
[2025-05-28T17:21:44.977013600] Calculated distance between (9, 8) and (3, 4) = 10
[2025-05-28T17:21:44.977513600] Calculated distance between (9, 8) and (3, 6) = 8
[2025-05-28T17:21:44.977513600] Calculated distance between (9, 8) and (3, 7) = 7
[2025-05-28T17:21:44.977513600] Calculated distance between (9, 8) and (4, 0) = 13
[2025-05-28T17:21:44.977513600] Calculated distance between (9, 8) and (4, 1) = 12
[2025-05-28T17:21:44.977636100] Calculated distance between (9, 8) and (4, 2) = 11
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (4, 4) = 9
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (4, 5) = 8
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (4, 6) = 7
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (4, 7) = 6
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (5, 2) = 10
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (5, 3) = 9
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (5, 4) = 8
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (5, 5) = 7
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (5, 9) = 5
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (6, 1) = 10
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (6, 2) = 9
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (6, 3) = 8
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (6, 7) = 4
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (7, 2) = 8
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (7, 3) = 7
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (7, 4) = 6
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (7, 7) = 3
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (8, 1) = 8
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (8, 2) = 7
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (8, 4) = 5
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (8, 6) = 3
[2025-05-28T17:21:44.977685100] Calculated distance between (9, 8) and (8, 7) = 2
[2025-05-28T17:21:44.994512900] Calculated distance between (9, 8) and (8, 8) = 1
[2025-05-28T17:21:45.002279600] Calculated distance between (9, 8) and (8, 9) = 2
[2025-05-28T17:21:45.016507500] Calculated distance between (9, 8) and (9, 1) = 7
[2025-05-28T17:21:45.016507500] Calculated distance between (9, 8) and (9, 3) = 5
[2025-05-28T17:21:45.016507500] Calculated distance between (9, 8) and (9, 4) = 4
[2025-05-28T17:21:45.016507500] Calculated distance between (9, 8) and (9, 5) = 3
[2025-05-28T17:21:45.017144900] Calculated distance between (9, 8) and (9, 6) = 2
[2025-05-28T17:21:45.043434700] Calculated distance between (9, 8) and (9, 7) = 1
[2025-05-28T17:21:45.075614600] Calculated distance between (9, 8) and (9, 9) = 1
[2025-05-28T17:21:47.041294800] Calculated distance between (9, 7) and (0, 0) = 16
[2025-05-28T17:21:47.041294800] Calculated distance between (9, 7) and (0, 1) = 15
[2025-05-28T17:21:47.041294800] Calculated distance between (9, 7) and (0, 2) = 14
[2025-05-28T17:21:47.041294800] Calculated distance between (9, 7) and (0, 3) = 13
[2025-05-28T17:21:47.041294800] Calculated distance between (9, 7) and (0, 6) = 10
[2025-05-28T17:21:47.041294800] Calculated distance between (9, 7) and (0, 7) = 9
[2025-05-28T17:21:47.041294800] Calculated distance between (9, 7) and (0, 9) = 11
[2025-05-28T17:21:47.041294800] Calculated distance between (9, 7) and (1, 1) = 14
[2025-05-28T17:21:47.041294800] Calculated distance between (9, 7) and (1, 2) = 13
[2025-05-28T17:21:47.041294800] Calculated distance between (9, 7) and (1, 3) = 12
[2025-05-28T17:21:47.041294800] Calculated distance between (9, 7) and (1, 4) = 11
[2025-05-28T17:21:47.041294800] Calculated distance between (9, 7) and (1, 5) = 10
[2025-05-28T17:21:47.041294800] Calculated distance between (9, 7) and (1, 7) = 8
[2025-05-28T17:21:47.041294800] Calculated distance between (9, 7) and (1, 8) = 9
[2025-05-28T17:21:47.041294800] Calculated distance between (9, 7) and (1, 9) = 10
[2025-05-28T17:21:47.041796300] Calculated distance between (9, 7) and (2, 0) = 14
[2025-05-28T17:21:47.041796300] Calculated distance between (9, 7) and (2, 1) = 13
[2025-05-28T17:21:47.041796300] Calculated distance between (9, 7) and (2, 3) = 11
[2025-05-28T17:21:47.041796300] Calculated distance between (9, 7) and (2, 5) = 9
[2025-05-28T17:21:47.041796300] Calculated distance between (9, 7) and (2, 7) = 7
[2025-05-28T17:21:47.041796300] Calculated distance between (9, 7) and (2, 8) = 8
[2025-05-28T17:21:47.041796300] Calculated distance between (9, 7) and (3, 0) = 13
[2025-05-28T17:21:47.041796300] Calculated distance between (9, 7) and (3, 1) = 12
[2025-05-28T17:21:47.041796300] Calculated distance between (9, 7) and (3, 3) = 10
[2025-05-28T17:21:47.041796300] Calculated distance between (9, 7) and (3, 4) = 9
[2025-05-28T17:21:47.041796300] Calculated distance between (9, 7) and (3, 6) = 7
[2025-05-28T17:21:47.041796300] Calculated distance between (9, 7) and (3, 7) = 6
[2025-05-28T17:21:47.041796300] Calculated distance between (9, 7) and (4, 0) = 12
[2025-05-28T17:21:47.041796300] Calculated distance between (9, 7) and (4, 1) = 11
[2025-05-28T17:21:47.041796300] Calculated distance between (9, 7) and (4, 2) = 10
[2025-05-28T17:21:47.042066800] Calculated distance between (9, 7) and (4, 4) = 8
[2025-05-28T17:21:47.042066800] Calculated distance between (9, 7) and (4, 5) = 7
[2025-05-28T17:21:47.042066800] Calculated distance between (9, 7) and (4, 6) = 6
[2025-05-28T17:21:47.042066800] Calculated distance between (9, 7) and (4, 7) = 5
[2025-05-28T17:21:47.042123500] Calculated distance between (9, 7) and (5, 2) = 9
[2025-05-28T17:21:47.042123500] Calculated distance between (9, 7) and (5, 3) = 8
[2025-05-28T17:21:47.042123500] Calculated distance between (9, 7) and (5, 4) = 7
[2025-05-28T17:21:47.042123500] Calculated distance between (9, 7) and (5, 5) = 6
[2025-05-28T17:21:47.042123500] Calculated distance between (9, 7) and (5, 9) = 6
[2025-05-28T17:21:47.042123500] Calculated distance between (9, 7) and (6, 1) = 9
[2025-05-28T17:21:47.042123500] Calculated distance between (9, 7) and (6, 2) = 8
[2025-05-28T17:21:47.042123500] Calculated distance between (9, 7) and (6, 3) = 7
[2025-05-28T17:21:47.042123500] Calculated distance between (9, 7) and (6, 7) = 3
[2025-05-28T17:21:47.042123500] Calculated distance between (9, 7) and (7, 2) = 7
[2025-05-28T17:21:47.042123500] Calculated distance between (9, 7) and (7, 3) = 6
[2025-05-28T17:21:47.042123500] Calculated distance between (9, 7) and (7, 4) = 5
[2025-05-28T17:21:47.042123500] Calculated distance between (9, 7) and (7, 7) = 2
[2025-05-28T17:21:47.062061900] Calculated distance between (9, 7) and (8, 1) = 7
[2025-05-28T17:21:47.062555800] Calculated distance between (9, 7) and (8, 2) = 6
[2025-05-28T17:21:47.062555800] Calculated distance between (9, 7) and (8, 4) = 4
[2025-05-28T17:21:47.063056800] Calculated distance between (9, 7) and (8, 6) = 2
[2025-05-28T17:21:47.097919200] Calculated distance between (9, 7) and (8, 7) = 1
[2025-05-28T17:21:47.102921800] Calculated distance between (9, 7) and (8, 8) = 2
[2025-05-28T17:21:47.113565800] Calculated distance between (9, 7) and (8, 9) = 3
[2025-05-28T17:21:47.113565800] Calculated distance between (9, 7) and (9, 1) = 6
[2025-05-28T17:21:47.113565800] Calculated distance between (9, 7) and (9, 3) = 4
[2025-05-28T17:21:47.113565800] Calculated distance between (9, 7) and (9, 4) = 3
[2025-05-28T17:21:47.113565800] Calculated distance between (9, 7) and (9, 5) = 2
[2025-05-28T17:21:47.133137800] Calculated distance between (9, 7) and (9, 6) = 1
[2025-05-28T17:21:47.160378700] Calculated distance between (9, 7) and (9, 9) = 2
[2025-05-28T17:21:47.165416] Calculated distance between (9, 7) and (2, 1) = 13
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (2, 3) = 11
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (2, 5) = 9
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (2, 7) = 7
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (2, 8) = 8
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (3, 0) = 13
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (3, 1) = 12
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (3, 3) = 10
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (3, 4) = 9
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (3, 6) = 7
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (3, 7) = 6
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (4, 0) = 12
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (4, 1) = 11
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (4, 2) = 10
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (4, 4) = 8
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (4, 5) = 7
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (4, 6) = 6
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (4, 7) = 5
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (5, 2) = 9
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (5, 3) = 8
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (5, 4) = 7
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (5, 5) = 6
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (5, 9) = 6
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (6, 1) = 9
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (6, 2) = 8
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (6, 3) = 7
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (6, 7) = 3
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (7, 2) = 7
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (7, 3) = 6
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (7, 4) = 5
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (7, 7) = 2
[2025-05-28T17:21:47.166428900] jjjsees Potion at (7, 7)
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (8, 1) = 7
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (8, 2) = 6
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (8, 4) = 4
[2025-05-28T17:21:47.166428900] Calculated distance between (9, 7) and (8, 6) = 2
[2025-05-28T17:21:47.167393300] jjjsees Dragon at (8, 6)
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (8, 7) = 1
[2025-05-28T17:21:47.167393300] jjjsees Treasure at (8, 7)
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (8, 8) = 2
[2025-05-28T17:21:47.167393300] jjjsees Treasure at (8, 8)
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (0, 0) = 16
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (0, 1) = 15
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (8, 9) = 3
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (0, 2) = 14
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (0, 3) = 13
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (0, 6) = 10
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (0, 7) = 9
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (0, 9) = 11
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (9, 1) = 6
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (9, 3) = 4
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (9, 4) = 3
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (9, 5) = 2
[2025-05-28T17:21:47.167393300] jjjsees Orc at (9, 5)
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (9, 6) = 1
[2025-05-28T17:21:47.167393300] jjjsees PowerPotion at (9, 6)
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (9, 7) = 0
[2025-05-28T17:21:47.167393300] jjjsees Mage at (9, 7)
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (1, 1) = 14
[2025-05-28T17:21:47.167393300] Calculated distance between (9, 7) and (9, 9) = 2
[2025-05-28T17:21:47.167393300] jjjsees Wall at (9, 9)
